,area_type,availability,location,total_sqft,bath,price,price_per_sqft,bhk
4133,3,2,Kaggadasapura,1240,2,58.58,4724.193548387097,2
4134,4,2,Kaggadasapura,1000,2,43.0,4300.0,2
4135,3,2,Kaggadasapura,1225,2,48.0,3918.3673469387754,2
4136,3,2,Kaggadasapura,2500,5,120.0,4800.0,3
4137,4,2,Kaggadasapura,960,2,45.0,4687.5,2
4138,2,2,Kaggadasapura,775,2,29.5,3806.451612903226,2
4140,4,2,Kaggadasapura,1455,3,75.0,5154.639175257732,3
4141,3,2,Kaggadasapura,1045,2,55.0,5263.1578947368425,2
4143,3,2,Kaggadasapura,1654,3,70.0,4232.1644498186215,3
4145,4,2,Kaggadasapura,1106,2,40.0,3616.6365280289333,2
4146,4,2,Kaggadasapura,1485,2,70.0,4713.804713804714,3
4147,4,2,Kaggadasapura,1175,2,50.0,4255.31914893617,2
4150,4,2,Kaggadasapura,1105,2,39.5,3574.660633484163,2
4151,4,2,Kaggadasapura,1500,2,75.0,5000.0,3
4152,4,2,Kaggadasapura,1400,2,68.0,4857.142857142857,3
4153,3,2,Kaggadasapura,1150,2,45.0,3913.0434782608695,2
4155,4,2,Kaggalipura,700,1,38.0,5428.571428571428,1
4157,4,2,Kaggalipura,700,1,36.0,5142.857142857143,1
4158,4,2,Kaggalipura,950,2,48.0,5052.631578947368,2
4159,4,2,Kaggalipura,1000,2,60.0,6000.0,2
4160,4,2,Kaggalipura,950,2,50.0,5263.1578947368425,2
4161,4,2,Kaggalipura,950,2,47.0,4947.368421052632,2
4162,4,2,Kaggalipura,1150,2,62.0,5391.304347826087,3
4163,4,2,Kaggalipura,700,1,35.0,5000.0,1
4166,4,2,Kaggalipura,950,2,45.0,4736.8421052631575,2
4167,4,2,Kaggalipura,950,2,60.0,6315.789473684211,2
4168,4,2,Kaikondrahalli,1645,3,100.0,6079.0273556231,3
4169,4,2,Kaikondrahalli,1115,2,50.0,4484.304932735426,2
4170,4,2,Kaikondrahalli,1220,3,56.0,4590.163934426229,3
4171,4,2,Kaikondrahalli,1300,2,61.0,4692.307692307692,2
4172,3,2,Kaikondrahalli,1700,4,108.0,6352.941176470588,4
4173,4,2,Kaikondrahalli,1342,3,92.0,6855.439642324888,3
4174,4,2,Kaikondrahalli,1605,3,105.0,6542.056074766355,3
4175,4,2,Kaikondrahalli,1253,2,81.5,6504.38946528332,2
4176,4,2,Kaikondrahalli,991,2,64.0,6458.123107971745,2
4177,4,2,Kaikondrahalli,1250,2,78.0,6240.0,2
4178,3,2,Kaikondrahalli,3381,6,225.0,6654.835847382431,6
4179,4,2,Kalena Agrahara,1200,2,50.0,4166.666666666667,2
4180,4,2,Kalena Agrahara,1804,3,120.0,6651.884700665189,3
4181,4,2,Kalena Agrahara,1425,2,70.0,4912.2807017543855,3
4182,4,2,Kalena Agrahara,1325,2,76.0,5735.8490566037735,2
4183,4,2,Kalena Agrahara,1450,2,85.0,5862.068965517241,3
4184,3,2,Kalena Agrahara,980,2,40.0,4081.6326530612246,2
4185,4,2,Kalena Agrahara,1187,2,52.0,4380.791912384162,2
4186,4,2,Kalena Agrahara,800,2,30.0,3750.0,2
4187,3,2,Kalena Agrahara,1565,3,78.0,4984.025559105431,3
4188,4,2,Kalena Agrahara,610,1,39.0,6393.44262295082,1
4189,3,2,Kalena Agrahara,1040,2,45.0,4326.923076923077,2
4190,4,2,Kalena Agrahara,1450,3,100.0,6896.551724137931,3
4191,4,2,Kalena Agrahara,1200,2,45.0,3750.0,2
4192,4,2,Kalena Agrahara,1902,3,89.0,4679.2849631966355,3
4193,4,2,Kalena Agrahara,800,2,40.0,5000.0,2
4194,4,2,Kalena Agrahara,1222,2,48.0,3927.986906710311,2
4195,4,2,Kalena Agrahara,900,2,40.0,4444.444444444444,2
4196,4,2,Kalena Agrahara,1837,2,95.0,5171.475231355471,3
4197,3,2,Kalena Agrahara,1510,3,78.0,5165.562913907284,3
4198,4,2,Kalena Agrahara,1354,2,70.0,5169.8670605613,2
4199,4,2,Kalena Agrahara,1200,3,70.0,5833.333333333333,2
4200,4,2,Kalena Agrahara,1354,2,71.0,5243.722304283604,2
4201,4,2,Kalyan nagar,1290,2,110.0,8527.131782945737,2
4203,3,2,Kalyan nagar,820,2,39.0,4756.09756097561,2
4204,3,2,Kalyan nagar,3800,5,300.0,7894.736842105263,4
4207,4,2,Kalyan nagar,1080,2,73.0,6759.259259259259,2
4208,4,2,Kalyan nagar,2422,3,150.0,6193.228736581338,4
4209,4,2,Kalyan nagar,1280,2,48.0,3750.0,2
4211,4,2,Kalyan nagar,1198,2,65.0,5425.709515859767,2
4212,3,2,Kalyan nagar,1250,2,65.0,5200.0,2
4213,3,2,Kalyan nagar,1190,2,60.0,5042.016806722689,2
4214,3,2,Kalyan nagar,1086,2,44.5,4097.605893186003,2
4215,4,2,Kalyan nagar,2285,4,165.0,7221.006564551422,3
4216,3,2,Kalyan nagar,1100,2,70.0,6363.636363636364,2
4217,4,1,Kambipura,883,2,45.0,5096.262740656852,2
4218,4,2,Kambipura,1082,2,56.0,5175.6007393715345,3
4219,4,2,Kambipura,883,2,45.0,5096.262740656852,2
4221,4,2,Kambipura,883,2,39.0,4416.761041902605,2
4222,4,2,Kambipura,883,2,45.0,5096.262740656852,2
4223,4,2,Kambipura,883,2,39.0,4416.761041902605,2
4224,4,2,Kambipura,1082,2,55.0,5083.179297597043,3
4226,4,2,Kambipura,883,2,37.0,4190.260475651189,2
4227,4,2,Kambipura,883,2,44.0,4983.012457531144,2
4228,4,2,Kambipura,883,2,37.0,4190.260475651189,2
4231,3,2,Kambipura,883,2,39.0,4416.761041902605,2
4232,4,2,Kambipura,883,2,37.01,4191.392978482446,2
4233,4,2,Kambipura,883,2,39.0,4416.761041902605,2
4234,4,2,Kambipura,883,2,45.0,5096.262740656852,2
4235,3,2,Kambipura,883,2,39.0,4416.761041902605,2
4236,4,2,Kambipura,1082,2,55.0,5083.179297597043,3
4237,3,2,Kammanahalli,1666,4,150.0,9003.60144057623,5
4238,3,2,Kammanahalli,540,3,60.0,11111.111111111111,3
4239,3,2,Kammanahalli,700,1,59.0,8428.57142857143,1
4240,1,2,Kammanahalli,600,2,50.0,8333.333333333334,3
4241,4,2,Kammanahalli,1200,2,80.0,6666.666666666667,2
4242,1,2,Kammanahalli,1200,1,81.0,6750.0,2
4243,3,2,Kammanahalli,2900,4,200.0,6896.551724137931,4
4244,1,2,Kammanahalli,782,4,85.0,10869.565217391304,6
4245,1,2,Kammanahalli,1600,4,200.0,12500.0,4
4246,4,2,Kammanahalli,1200,3,80.0,6666.666666666667,2
4247,4,2,Kammasandra,1595,3,65.0,4075.2351097178685,3
4248,4,1,Kammasandra,810,2,24.5,3024.6913580246915,2
4249,4,2,Kammasandra,657,1,18.41,2800.0,1
4250,4,2,Kammasandra,674,2,29.0,4302.670623145401,2
4251,4,2,Kammasandra,912,2,39.0,4276.315789473684,3
4252,4,2,Kammasandra,1156,2,32.0,2768.166089965398,2
4253,4,2,Kammasandra,870,2,24.0,2758.6206896551726,2
4254,3,2,Kammasandra,990,2,31.5,3181.818181818182,2
4256,4,2,Kammasandra,930,2,25.0,2688.1720430107525,2
4257,4,1,Kammasandra,992,2,25.79,2599.798387096774,2
4258,4,2,Kammasandra,1030,1,25.75,2500.0,2
4260,4,2,Kammasandra,1015,2,37.0,3645.320197044335,2
4262,4,2,Kammasandra,1080,2,31.99,2962.037037037037,2
4263,3,2,Kammasandra,1415,2,60.0,4240.282685512368,2
4264,4,2,Kammasandra,1057,2,35.0,3311.2582781456954,2
4265,4,1,Kammasandra,982,2,25.53,2599.79633401222,2
4266,4,2,Kammasandra,1500,3,65.0,4333.333333333333,3
4267,4,2,Kammasandra,985,2,40.5,4111.675126903553,2
4268,4,2,Kammasandra,940,2,35.0,3723.404255319149,2
4270,4,1,Kammasandra,610,1,18.5,3032.7868852459014,1
4271,3,2,Kanakapura,1419,3,75.0,5285.412262156448,3
4272,4,1,Kanakapura,711,1,36.0,5063.291139240507,1
4273,4,1,Kanakapura,711,1,38.0,5344.585091420535,1
4274,4,1,Kanakapura,929,2,46.0,4951.560818083961,2
4275,4,1,Kanakapura,551,1,30.0,5444.64609800363,1
4276,4,2,Kanakapura,1020,2,42.83,4199.019607843137,2
4277,4,1,Kanakapura,1699,3,97.0,5709.240729841083,3
4278,4,2,Kanakapura,1130,2,45.2,4000.0,2
4279,4,1,Kanakapura,1476,3,75.0,5081.30081300813,3
4280,4,1,Kanakapura,1295,2,64.0,4942.084942084942,2
4281,4,2,Kanakapura,1160,2,46.39,3999.137931034483,2
4282,4,2,Kanakapura,1277,2,55.0,4306.969459671104,2
4283,4,1,Kanakapura,1151,2,59.0,5125.977410947003,2
4284,4,1,Kanakapura,945,2,47.0,4973.544973544974,2
4285,4,1,Kanakapura,1254,2,70.0,5582.13716108453,3
4286,3,1,Kanakapura,2200,3,121.0,5500.0,3
4287,3,2,Kanakapura,1340,2,65.0,4850.746268656716,2
4289,4,2,Kanakapura,1450,3,75.0,5172.413793103448,3
4290,4,2,Kanakapura,1130,2,45.2,4000.0,2
4291,4,1,Kanakapura,1283,2,68.0,5300.077942322681,2
4292,3,2,Kanakapura,2130,4,120.0,5633.802816901409,4
4294,4,1,Kanakapura,938,1,50.0,5330.490405117271,1
4295,4,1,Kanakapura,825,1,35.475,4300.0,1
4296,4,1,Kanakapura,1489,2,70.0,4701.141705842848,3
4297,4,1,Kanakapura,1477,2,69.5,4705.484089370345,3
4298,4,1,Kanakpura Road,700,2,36.0,5142.857142857143,2
4299,4,2,Kanakpura Road,1665,3,88.0,5285.285285285286,3
4300,3,2,Kanakpura Road,950,2,57.0,6000.0,2
4303,4,1,Kanakpura Road,525,1,26.0,4952.380952380952,1
4307,4,1,Kanakpura Road,525,1,27.25,5190.476190476191,1
4308,4,1,Kanakpura Road,1100,2,58.0,5272.727272727273,3
4309,4,1,Kanakpura Road,525,1,30.0,5714.285714285715,1
4311,4,2,Kanakpura Road,1339,2,75.0,5601.194921583271,2
4312,4,1,Kanakpura Road,1100,3,58.0,5272.727272727273,3
4313,4,1,Kanakpura Road,525,1,26.0,4952.380952380952,1
4315,4,2,Kanakpura Road,1843,3,95.84,5200.217037438958,3
4316,4,1,Kanakpura Road,1290,2,74.0,5736.434108527132,2
4318,4,2,Kanakpura Road,1665,3,86.58,5200.0,3
4320,4,2,Kanakpura Road,1542,2,85.0,5512.321660181582,3
4321,4,1,Kanakpura Road,1300,2,69.0,5307.692307692308,3
4327,4,2,Kanakpura Road,1495,2,90.0,6020.066889632107,2
4330,2,2,Kanakpura Road,1560,3,92.0,5897.4358974358975,3
4332,3,2,Kanakpura Road,3500,6,225.0,6428.571428571428,4
4333,4,2,Kanakpura Road,1420,2,75.0,5281.69014084507,3
4335,4,1,Kanakpura Road,825,1,36.29,4398.787878787879,1
4336,4,1,Kanakpura Road,983,2,50.6,5147.5076297049845,2
4341,4,2,Kanakpura Road,1843,3,95.84,5200.217037438958,3
4342,1,2,Kanakpura Road,1500,3,97.0,6466.666666666667,3
4344,4,1,Kanakpura Road,1366,3,76.85,5625.915080527086,2
4346,4,1,Kanakpura Road,525,1,25.0,4761.9047619047615,1
4348,4,1,Kanakpura Road,2265,3,136.0,6004.415011037528,3
4353,1,2,Kanakpura Road,2200,3,130.0,5909.090909090909,3
4354,4,1,Kanakpura Road,525,1,30.0,5714.285714285715,1
4356,4,1,Kanakpura Road,1051,2,56.74,5398.667935299714,2
4357,4,1,Kanakpura Road,525,1,30.0,5714.285714285715,1
4359,4,1,Kanakpura Road,1299,2,85.0,6543.4949961508855,2
4363,1,2,Kanakpura Road,1080,6,65.0,6018.518518518518,5
4364,4,1,Kanakpura Road,1300,3,69.0,5307.692307692308,3
4365,4,1,Kanakpura Road,700,2,40.0,5714.285714285715,2
4366,2,1,Kanakpura Road,458,1,19.695,4300.218340611354,1
4367,4,2,Kanakpura Road,1700,3,88.0,5176.470588235294,3
4369,4,2,Kanakpura Road,1207,2,79.9,6619.718309859156,2
4371,1,2,Kanakpura Road,2775,3,165.0,5945.945945945946,4
4372,1,2,Kanakpura Road,1900,3,99.0,5210.526315789473,3
4373,4,1,Kanakpura Road,1290,2,80.0,6201.550387596899,2
4378,4,1,Kanakpura Road,1868,3,113.0,6049.250535331906,3
4380,4,1,Kanakpura Road,1366,2,83.0,6076.134699853587,2
4381,4,1,Kanakpura Road,700,2,40.0,5714.285714285715,2
4383,4,2,Kanakpura Road,1339,2,71.5,5339.805825242718,2
4385,4,1,Kanakpura Road,670,1,35.0,5223.880597014925,1
4392,4,1,Kanakpura Road,525,1,30.0,5714.285714285715,1
4395,4,2,Kanakpura Road,1498,3,95.0,6341.789052069425,3
4396,4,2,Kanakpura Road,1665,3,86.91,5219.81981981982,3
4397,4,2,Kanakpura Road,1665,3,86.58,5200.0,3
4398,4,1,Kanakpura Road,712,1,38.44,5398.876404494382,1
4402,4,2,Kanakpura Road,1507,2,95.0,6303.9150630391505,3
4406,4,2,Kanakpura Road,1339,2,85.0,6348.020911127707,2
4407,4,2,Kanakpura Road,1900,3,125.0,6578.9473684210525,3
4408,4,1,Kanakpura Road,525,1,27.0,5142.857142857143,1
4409,4,1,Kanakpura Road,525,1,27.5,5238.0952380952385,1
4411,4,1,Kanakpura Road,525,1,26.25,5000.0,1
4413,4,1,Kanakpura Road,525,1,26.0,4952.380952380952,1
4414,3,2,Kanakpura Road,1050,2,59.0,5619.047619047619,3
4415,2,2,Kanakpura Road,1600,3,90.0,5625.0,3
4419,4,1,Kanakpura Road,1100,3,56.57,5142.727272727273,3
4422,4,2,Kanakpura Road,1843,3,96.2,5219.750406945198,3
4426,3,2,Kanakpura Road,1240,2,65.0,5241.935483870968,2
4430,4,1,Kanakpura Road,700,2,41.0,5857.142857142857,2
4434,4,1,Kanakpura Road,700,1,41.0,5857.142857142857,2
4436,4,1,Kanakpura Road,1100,3,58.0,5272.727272727273,3
4437,3,2,Kanakpura Road,1140,2,65.0,5701.754385964912,2
4439,4,1,Kanakpura Road,700,2,40.0,5714.285714285715,2
4442,4,1,Kanakpura Road,525,1,26.01,4954.285714285715,1
4445,3,2,Kanakpura Road,1322,2,70.0,5295.00756429652,2
4446,4,1,Kanakpura Road,1698,2,105.0,6183.745583038869,2
4447,4,1,Kanakpura Road,1300,3,69.0,5307.692307692308,3
4448,4,1,Kanakpura Road,1300,3,69.0,5307.692307692308,3
4450,4,1,Kanakpura Road,1167,2,63.0,5398.457583547558,2
4454,4,1,Kanakpura Road,1300,3,69.0,5307.692307692308,3
4459,4,2,Kanakpura Road,1430,2,78.0,5454.545454545455,2
4460,4,1,Kanakpura Road,700,2,36.0,5142.857142857143,2
4464,4,1,Kanakpura Road,1100,3,58.0,5272.727272727273,3
4469,4,1,Kanakpura Road,1300,2,69.0,5307.692307692308,3
4470,3,2,Kanakpura Road,2000,3,105.0,5250.0,3
4471,1,2,Kanakpura Road,1200,2,62.0,5166.666666666667,2
4473,4,2,Kanakpura Road,1843,3,95.0,5154.639175257732,3
4476,4,1,Kanakpura Road,900,2,46.29,5143.333333333333,2
4477,4,1,Kanakpura Road,850,1,37.32,4390.588235294118,1
4479,4,1,Kanakpura Road,525,1,30.0,5714.285714285715,1
4480,4,1,Kanakpura Road,1938,3,105.0,5417.956656346749,3
4481,4,2,Kanakpura Road,1843,3,96.2,5219.750406945198,3
4482,4,1,Kanakpura Road,525,1,26.0,4952.380952380952,1
4486,4,1,Kanakpura Road,700,2,36.0,5142.857142857143,2
4487,4,2,Kanakpura Road,1622,3,95.0,5856.966707768187,3
4492,4,2,Kannamangala,957,2,58.0,6060.606060606061,2
4493,3,2,Kannamangala,957,2,56.0,5851.619644723093,2
4494,3,2,Kannamangala,3000,4,200.0,6666.666666666667,4
4495,4,1,Kannamangala,1536,3,89.0,5794.270833333333,3
4496,1,2,Kannamangala,2400,4,130.0,5416.666666666667,4
4497,4,2,Kannamangala,1574,3,93.34,5930.114358322745,3
4498,3,1,Kannamangala,957,2,52.5,5485.8934169279,2
4499,4,1,Kannamangala,1536,3,104.0,6770.833333333333,3
4500,4,2,Kannamangala,957,2,54.5,5694.879832810867,2
4501,4,2,Kannamangala,2422,4,135.0,5573.905862923204,4
4502,4,2,Kannamangala,957,2,55.0,5747.126436781609,2
4503,3,1,Kannamangala,957,2,56.0,5851.619644723093,2
4504,3,2,Karuna Nagar,2500,3,180.0,7200.0,3
4505,1,2,Karuna Nagar,2500,3,190.0,7600.0,3
4506,3,2,Karuna Nagar,1962,3,175.0,8919.469928644241,3
4507,4,2,Karuna Nagar,1057,2,65.0,6149.479659413434,2
4508,4,2,Karuna Nagar,1354,2,98.0,7237.81388478582,3
4509,4,2,Karuna Nagar,1945,3,115.0,5912.596401028278,3
4510,4,2,Karuna Nagar,1960,3,165.0,8418.367346938776,3
4511,4,2,Kasavanhalli,1060,2,58.06,5477.358490566037,2
4512,4,2,Kasavanhalli,1563,3,105.0,6717.635392341896,3
4513,3,2,Kasavanhalli,1717,3,99.0,5765.87070471753,3
4515,3,2,Kasavanhalli,3260,4,240.0,7361.963190184049,4
4516,4,2,Kasavanhalli,1349,2,78.0,5782.060785767235,2
4517,4,1,Kasavanhalli,1121,2,78.0,6958.07314897413,2
4518,3,2,Kasavanhalli,1100,2,50.0,4545.454545454545,2
4520,4,2,Kasavanhalli,1200,2,78.0,6500.0,2
4523,4,2,Kasavanhalli,1476,3,89.0,6029.810298102981,3
4525,4,2,Kasavanhalli,1200,2,50.0,4166.666666666667,2
4526,3,2,Kasavanhalli,1719,3,116.0,6748.109365910413,3
4527,4,2,Kasavanhalli,1115,2,50.0,4484.304932735426,2
4528,4,2,Kasavanhalli,1125,2,61.2,5440.0,2
4529,4,1,Kasavanhalli,2170,3,151.0,6958.52534562212,3
4532,4,2,Kasavanhalli,1476,3,95.0,6436.314363143631,3
4533,4,2,Kasavanhalli,1200,2,50.3,4191.666666666667,2
4535,4,1,Kasavanhalli,1787,3,123.0,6883.044208170118,3
4536,4,2,Kasavanhalli,1090,2,59.8,5486.238532110092,2
4537,4,1,Kasavanhalli,1691,3,104.0,6150.206978119456,3
4538,4,1,Kasavanhalli,4260,4,272.0,6384.976525821597,4
4539,3,2,Kasavanhalli,2111,4,120.0,5684.509711037423,3
4541,4,2,Kasavanhalli,950,2,39.0,4105.263157894737,2
4546,4,2,Kasavanhalli,770,1,43.82,5690.909090909091,1
4547,4,1,Kasavanhalli,1147,2,60.0,5231.037489102006,2
4548,4,2,Kasavanhalli,1375,2,72.0,5236.363636363636,2
4550,4,2,Kasavanhalli,1200,2,60.0,5000.0,2
4551,1,1,Kasavanhalli,4260,4,333.0,7816.901408450704,4
4552,3,2,Kasavanhalli,1495,2,83.0,5551.8394648829435,2
4553,4,2,Kasavanhalli,4000,4,325.0,8125.0,4
4554,4,2,Kasavanhalli,1225,2,69.0,5632.65306122449,3
4555,4,1,Kasavanhalli,1917,3,132.0,6885.758998435055,3
4556,4,2,Kasavanhalli,1375,2,78.0,5672.727272727273,2
4557,1,1,Kasavanhalli,4408,4,344.0,7803.992740471869,4
4558,4,2,Kasavanhalli,1309,2,95.0,7257.448433919022,2
4559,4,2,Kasavanhalli,1476,3,105.0,7113.821138211382,3
4560,4,2,Kasavanhalli,1158,2,67.0,5785.837651122625,2
4561,4,2,Kasavanhalli,1214,2,67.0,5518.945634266886,2
4562,3,2,Kasavanhalli,2110,4,120.0,5687.203791469195,3
4563,4,2,Kasavanhalli,1495,2,110.0,7357.859531772575,2
4564,4,2,Kasavanhalli,1575,2,85.0,5396.825396825397,2
4565,4,2,Kasavanhalli,1069,2,55.0,5144.9953227315245,2
4566,4,2,Kasavanhalli,1100,2,68.0,6181.818181818182,2
4567,4,2,Kasavanhalli,1715,3,112.0,6530.6122448979595,3
4568,4,2,Kasavanhalli,1100,2,65.0,5909.090909090909,2
4569,4,2,Kasavanhalli,1230,2,66.25,5386.178861788618,2
4570,4,2,Kasavanhalli,1819,3,150.0,8246.289169873557,3
4573,3,2,Kasavanhalli,1585,2,90.0,5678.233438485804,2
4574,4,2,Kasavanhalli,1245,2,80.0,6425.70281124498,2
4575,4,1,Kasavanhalli,2035,3,142.0,6977.886977886978,3
4576,4,2,Kasavanhalli,1747,3,110.0,6296.508299942759,3
4577,4,2,Kasavanhalli,1377,2,80.0,5809.731299927378,2
4578,4,2,Kasavanhalli,1181,2,61.0,5165.114309906859,2
4579,3,1,Kasavanhalli,1121,2,75.0,6690.454950936663,2
4580,3,2,Kasturi Nagar,1925,3,125.0,6493.506493506494,3
4581,4,2,Kasturi Nagar,1567,2,92.0,5871.091257179323,2
4584,4,2,Kasturi Nagar,1080,2,80.0,7407.407407407408,2
4585,4,2,Kasturi Nagar,1101,2,65.0,5903.723887375114,2
4587,4,2,Kasturi Nagar,1896,3,125.0,6592.827004219409,4
4588,4,2,Kasturi Nagar,1100,2,58.0,5272.727272727273,2
4589,4,2,Kasturi Nagar,1570,3,110.0,7006.369426751592,3
4590,4,2,Kasturi Nagar,1000,2,58.0,5800.0,2
4591,4,2,Kasturi Nagar,1101,2,66.0,5994.550408719346,2
4592,4,2,Kasturi Nagar,2507,4,155.0,6182.688472277623,4
4593,4,2,Kathriguppe,1400,2,77.0,5500.0,3
4594,4,2,Kathriguppe,1250,2,68.75,5500.0,3
4595,4,2,Kathriguppe,1245,2,68.48,5500.401606425703,3
4596,4,2,Kathriguppe,1350,2,87.01,6445.185185185185,3
4597,4,2,Kathriguppe,1350,2,80.99,5999.259259259258,3
4598,4,2,Kathriguppe,1365,2,75.08,5500.3663003663005,3
4599,4,2,Kathriguppe,1300,3,77.99,5999.230769230769,3
4600,4,2,Kathriguppe,1350,2,80.99,5999.259259259258,3
4601,4,2,Kathriguppe,1390,2,76.45,5500.0,3
4602,4,2,Kathriguppe,1350,3,78.3,5800.0,3
4603,4,2,Kathriguppe,1250,2,68.75,5500.0,3
4604,4,2,Kathriguppe,1300,3,77.99,5999.230769230769,3
4605,4,2,Kathriguppe,1335,2,73.43,5500.374531835207,3
4606,4,2,Kathriguppe,1300,3,77.99,5999.230769230769,3
4607,4,2,Kathriguppe,1300,3,77.99,5999.230769230769,3
4608,4,2,Kathriguppe,1335,2,73.43,5500.374531835207,3
4609,4,2,Kathriguppe,1350,3,80.99,5999.259259259258,3
4610,4,2,Kathriguppe,1250,2,68.75,5500.0,2
4611,4,2,Kathriguppe,1350,3,80.99,5999.259259259258,3
4612,3,2,Kaval Byrasandra,460,1,22.0,4782.608695652174,2
4613,4,2,Kaval Byrasandra,1200,2,52.0,4333.333333333333,2
4614,3,2,Kaval Byrasandra,1020,2,52.0,5098.0392156862745,2
4615,4,2,Kaval Byrasandra,1200,2,49.5,4125.0,2
4616,3,2,Kaval Byrasandra,945,2,50.0,5291.005291005291,2
4617,3,2,Kaval Byrasandra,1060,2,45.0,4245.2830188679245,2
4618,3,2,Kaval Byrasandra,1100,2,46.0,4181.818181818182,2
4619,3,2,Kaval Byrasandra,1185,2,49.0,4135.021097046413,2
4620,4,2,Kaval Byrasandra,997,2,53.0,5315.947843530592,2
4621,4,2,Kaval Byrasandra,1060,2,42.0,3962.264150943396,2
4622,3,2,Kaval Byrasandra,480,1,25.0,5208.333333333333,1
4623,4,2,Kaval Byrasandra,1125,2,41.5,3688.8888888888887,2
4624,3,2,Kaval Byrasandra,1180,2,60.0,5084.745762711865,2
4625,4,2,Kaval Byrasandra,1450,3,75.0,5172.413793103448,3
4626,3,2,Kaval Byrasandra,1066,2,55.0,5159.474671669794,2
4627,4,2,Kaval Byrasandra,1025,2,60.0,5853.658536585366,2
4629,3,2,Kaval Byrasandra,2700,3,200.0,7407.407407407408,3
4630,4,2,Kaval Byrasandra,1400,3,75.0,5357.142857142857,3
4631,4,2,Kenchenahalli,1015,2,58.0,5714.285714285715,2
4632,4,2,Kenchenahalli,715,1,45.0,6293.706293706294,1
4633,4,2,Kenchenahalli,1150,2,58.0,5043.478260869565,2
4634,4,2,Kenchenahalli,1280,2,69.0,5390.625,3
4635,4,2,Kenchenahalli,1410,2,73.0,5177.304964539007,3
4636,4,2,Kenchenahalli,870,1,45.0,5172.413793103448,2
4637,4,2,Kenchenahalli,1150,2,60.0,5217.391304347826,2
4638,4,2,Kenchenahalli,700,1,35.0,5000.0,1
4639,4,2,Kenchenahalli,1165,2,45.0,3862.6609442060085,2
4640,4,2,Kenchenahalli,1060,2,52.0,4905.66037735849,2
4641,4,2,Kenchenahalli,1150,2,57.0,4956.521739130435,2
4642,4,2,Kenchenahalli,1720,3,100.0,5813.953488372093,3
4643,4,2,Kenchenahalli,1015,2,60.0,5911.330049261083,2
4645,4,2,Kengeri,750,2,38.0,5066.666666666667,2
4647,3,1,Kengeri,340,1,10.0,2941.176470588235,1
4649,1,2,Kengeri,8000,5,500.0,6250.0,5
4650,4,2,Kengeri,1200,2,58.0,4833.333333333333,2
4654,4,2,Kengeri,1025,2,57.0,5560.975609756098,2
4657,3,2,Kengeri,1082,2,49.0,4528.650646950093,3
4660,3,2,Kengeri,750,2,36.0,4800.0,2
4663,4,1,Kengeri,726,2,35.0,4820.936639118458,2
4665,4,1,Kengeri,416,1,19.5,4687.5,1
4666,4,2,Kengeri,900,2,45.0,5000.0,2
4669,3,2,Kengeri,502,1,25.0,4980.0796812749,1
4671,1,2,Kengeri,1200,3,67.0,5583.333333333333,3
4673,3,2,Kengeri,500,1,17.0,3400.0,1
4674,4,1,Kengeri,540,1,22.5,4166.666666666667,1
4675,4,2,Kengeri,750,2,35.5,4733.333333333333,2
4676,4,1,Kengeri,1741,3,80.0,4595.060310166571,3
4678,1,2,Kengeri,1200,2,58.0,4833.333333333333,2
4679,4,2,Kengeri,400,2,25.0,6250.0,1
4681,3,2,Kengeri,1230,2,52.0,4227.642276422765,3
4682,4,2,Kengeri,750,2,36.5,4866.666666666667,2
4683,3,2,Kengeri,2540,4,160.0,6299.212598425197,4
4685,4,1,Kengeri,416,1,18.0,4326.923076923077,1
4687,3,2,Kengeri,883,2,49.0,5549.263873159683,2
4688,4,2,Kengeri,1052,2,51.0,4847.9087452471485,2
4690,4,2,Kengeri,1220,2,63.0,5163.934426229508,2
4691,1,2,Kengeri,1150,1,52.0,4521.739130434783,1
4692,4,2,Kengeri,1192,2,53.5,4488.255033557047,2
4694,4,2,Kengeri,750,2,40.0,5333.333333333333,2
4695,3,2,Kengeri,600,1,35.0,5833.333333333333,1
4697,4,2,Kengeri,1035,2,51.5,4975.84541062802,2
4698,3,2,Kengeri,3000,5,130.0,4333.333333333333,8
4699,3,2,Kengeri,410,1,15.0,3658.5365853658536,1
4700,4,2,Kengeri,400,1,25.0,6250.0,1
4701,4,1,Kengeri,416,1,17.19,4132.211538461539,1
4704,3,2,Kengeri,2500,4,100.0,4000.0,5
4705,3,2,Kengeri,550,1,16.75,3045.4545454545455,1
4706,4,2,Kengeri Satellite Town,890,2,35.0,3932.5842696629215,2
4707,3,2,Kengeri Satellite Town,883,2,45.0,5096.262740656852,2
4708,4,2,Kengeri Satellite Town,1415,2,66.0,4664.310954063604,3
4709,4,2,Kengeri Satellite Town,930,1,30.0,3225.8064516129034,1
4710,4,2,Kengeri Satellite Town,1635,2,78.0,4770.642201834862,3
4711,4,2,Kengeri Satellite Town,1050,2,43.0,4095.2380952380954,2
4712,4,2,Kengeri Satellite Town,1007,2,42.0,4170.8043694141015,2
4713,4,2,Kengeri Satellite Town,1043,2,65.0,6232.023010546501,2
4714,4,2,Kengeri Satellite Town,635,1,22.0,3464.566929133858,2
4715,4,1,Kengeri Satellite Town,818,2,26.0,3178.484107579462,2
4716,3,2,Kengeri Satellite Town,1030,2,50.0,4854.368932038835,2
4717,1,2,Kengeri Satellite Town,1200,2,65.0,5416.666666666667,2
